error,label
"* What went wrong:
Could not resolve all dependencies for configuration 'detachedConfiguration1'.
> Could not resolve distributions:gradle:1.8-bin.
  Required by:
      com.github.hildo:netbeans-gradle-javaee-models:1.0.3
   > Could not resolve distributions:gradle:1.8-bin.
      > Could not get resource 'http://repo.gradle.org/gradle/libs-releases-local/distributions/gradle/1.8-bin/gradle-1.8-bin.pom'.
         > Could not GET 'http://repo.gradle.org/gradle/libs-releases-local/distributions/gradle/1.8-bin/gradle-1.8-bin.pom'. Received status code 403 from server: Forbidden
   > Could not resolve distributions:gradle:1.8-bin.
      > Could not get resource 'http://repo.gradle.org/gradle/libs-snapshots-local/distributions/gradle/1.8-bin/gradle-1.8-bin.pom'.
         > Could not GET 'http://repo.gradle.org/gradle/libs-snapshots-local/distributions/gradle/1.8-bin/gradle-1.8-bin.pom'. Received status code 403 from server: Forbidden
   > Could not resolve distributions:gradle:1.8-bin.
      > Could not get resource 'http://services.gradle.org/distributions/ivy-1.8-bin.xml'.
         > Could not GET 'http://services.gradle.org/distributions/ivy-1.8-bin.xml'. Received status code 403 from server: Forbidden",1.0
"et.ossindex.common.PackageRequestTest > filterVulnerabilityByChildOnly FAILED
    java.lang.AssertionError at PackageRequestTest.java:220

net.ossindex.common.PackageRequestTest > singleFilteredPackageIssueRequest FAILED
    java.lang.AssertionError at PackageRequestTest.java:164

net.ossindex.common.PackageRequestTest > singleFilteredPackageRequest FAILED
    java.lang.AssertionError at PackageRequestTest.java:108

net.ossindex.common.PackageRequestTest > filterVulnerabilityInChildByParentPackageWithOddVersion FAILED
    java.lang.AssertionError at PackageRequestTest.java:347

net.ossindex.common.PackageRequestTest > filterVulnerabilityInImmediateDependency FAILED
    java.lang.AssertionError at PackageRequestTest.java:206

net.ossindex.common.PackageRequestTest > filterVulnerabilityInChildByParentPackageVersion FAILED
    java.lang.AssertionError at PackageRequestTest.java:304

net.ossindex.common.PackageRequestTest > filterVulnerabilityInChildByParentPackage FAILED
    java.lang.AssertionError at PackageRequestTest.java:276

net.ossindex.common.PackageRequestTest > filterVulnerabilitiesInChildByParentPackage FAILED
    java.lang.AssertionError at PackageRequestTest.java:290

net.ossindex.common.PackageRequestTest > filterVulnerabilityByCompletePath FAILED
    java.lang.AssertionError at PackageRequestTest.java:234

net.ossindex.common.PackageRequestTest > filterVulnerabilityByCompletePathWithVersion FAILED
    java.lang.AssertionError at PackageRequestTest.java:248

net.ossindex.integrationtests.ExclusionTests > a project which ignores two specific vulnerabilities FAILED
    org.spockframework.runtime.ConditionNotSatisfiedError at ExclusionTests.groovy:57

net.ossindex.integrationtests.ExclusionTests > a project which ignores a specific artifact but has another vulnerability should fail FAILED
    org.spockframework.runtime.ConditionNotSatisfiedError at ExclusionTests.groovy:96

net.ossindex.integrationtests.ExclusionTests > a project which ignores a vulnerable artifact and a vulnerability besides FAILED
    org.spockframework.runtime.ConditionNotSatisfiedError at ExclusionTests.groovy:136

net.ossindex.integrationtests.ExclusionTests > a project which ignores two vulnerable artifacts FAILED
    org.gradle.testkit.runner.UnexpectedBuildFailure at ExclusionTests.groovy:167

net.ossindex.integrationtests.ExclusionTests > a project which ignores a different version of an artifact FAILED
    org.spockframework.runtime.ConditionNotSatisfiedError at ExclusionTests.groovy:213

net.ossindex.integrationtests.ExclusionTests > a project which ignores vulnerabilities through a parent package FAILED
    org.spockframework.runtime.ConditionNotSatisfiedError at ExclusionTests.groovy:255

net.ossindex.integrationtests.ExclusionTests > Ignore all vulnerabilities by versionless path FAILED
    org.gradle.testkit.runner.UnexpectedBuildFailure at ExclusionTests.groovy:282

net.ossindex.integrationtests.OssIndexAuditPluginTests > a project which ignores a specific artifact but has another vulnerability should fail FAILED
    org.spockframework.runtime.ConditionNotSatisfiedError at OssIndexAuditPluginTests.groovy:199",0.0
"org.ros.internal.message.RawMessageSerializationTest > testChannelBufferFixedSizeWithIncompleteInitialization FAILED
    java.lang.reflect.UndeclaredThrowableException at RawMessageSerializationTest.java:287
        Caused by: java.lang.reflect.InvocationTargetException at RawMessageSerializationTest.java:287
            Caused by: java.lang.IllegalArgumentException at RawMessageSerializationTest.java:287

org.ros.internal.message.RawMessageSerializationTest > testChannelBufferFixedSizeNoInitialization FAILED
    java.lang.reflect.UndeclaredThrowableException at RawMessageSerializationTest.java:296
        Caused by: java.lang.reflect.InvocationTargetException at RawMessageSerializationTest.java:296
            Caused by: java.lang.IllegalArgumentException at RawMessageSerializationTest.java:296

org.ros.internal.message.RawMessageSerializationTest > testInt32FixedSizeArrayWithIncompleteInitialization FAILED
    java.lang.reflect.UndeclaredThrowableException at RawMessageSerializationTest.java:312
        Caused by: java.lang.reflect.InvocationTargetException at RawMessageSerializationTest.java:312
            Caused by: java.lang.IllegalArgumentException at RawMessageSerializationTest.java:312

org.ros.internal.message.RawMessageSerializationTest > testFloat64FixedSizeArrayWithIncompleteInitialization FAILED
    java.lang.reflect.UndeclaredThrowableException at RawMessageSerializationTest.java:335
        Caused by: java.lang.reflect.InvocationTargetException at RawMessageSerializationTest.java:335
            Caused by: java.lang.IllegalArgumentException at RawMessageSerializationTest.java:335

org.ros.internal.message.RawMessageSerializationTest > testByteFixedSizeArrayWithIncompleteInitialization FAILED
    java.lang.reflect.UndeclaredThrowableException at RawMessageSerializationTest.java:383
        Caused by: java.lang.reflect.InvocationTargetException at RawMessageSerializationTest.java:383
            Caused by: java.lang.IllegalArgumentException at RawMessageSerializationTest.java:383

org.ros.internal.message.RawMessageSerializationTest > testByteFixedSizeArrayWithNoInitialization FAILED
    java.lang.AssertionError at RawMessageSerializationTest.java:55",0.0
"* What went wrong:
Failed to notify model configuration listener.
> Could not resolve all dependencies for configuration ':runtime'.
   > Could not resolve org.codehaus.groovy.modules.http-builder:http-builder:0.5.2.
     Required by:
         :buildSrc:unspecified
      > Could not GET 'http://repo1.maven.org/maven2/org/codehaus/groovy/modules/http-builder/http-builder/0.5.2/http-builder-0.5.2.pom'. Received status code 501 from server: HTTPS Required",1.0
"* What went wrong:
Execution failed for task ':signArchives'.
> Cannot perform signing task ':signArchives' because it has no configured signatory",2.0
Unable to init server: Could not connect: Connection refused,0.0
/usr/bin/env: ‘sh\r’: No such file or directory,12.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/akarnokd-misc/.gradle/6.5.1/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/akarnokd-misc/.gradle/6.5.1/gc.properties (Permission denied)",10.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/alfresco-gradle-sdk/.gradle/5.6.1/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/alfresco-gradle-sdk/.gradle/5.6.1/gc.properties (Permission denied)",10.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/anomaly-detection/.gradle/6.5/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/anomaly-detection/.gradle/6.5/gc.properties (Permission denied)",10.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/boost/boost-gradle/.gradle/5.1.1/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/boost/boost-gradle/.gradle/5.1.1/gc.properties (Permission denied)",10.0
"* What went wrong:
Could not create service of type ScriptPluginFactory using BuildScopeServices.createScriptPluginFactory().
> Could not create service of type FileHasher using BuildSessionScopeServices.createFileSnapshotter().",10.0
"Exception in thread ""main"" java.net.UnknownHostException: dist.codehaus.org
        at java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:184)
        at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
        at java.net.Socket.connect(Socket.java:607)
        at java.net.Socket.connect(Socket.java:556)
        at sun.net.NetworkClient.doConnect(NetworkClient.java:180)
        at sun.net.www.http.HttpClient.openServer(HttpClient.java:463)
        at sun.net.www.http.HttpClient.openServer(HttpClient.java:558)
        at sun.net.www.http.HttpClient.<init>(HttpClient.java:242)
        at sun.net.www.http.HttpClient.New(HttpClient.java:339)
        at sun.net.www.http.HttpClient.New(HttpClient.java:357)
        at sun.net.www.protocol.http.HttpURLConnection.getNewHttpClient(HttpURLConnection.java:1226)
        at sun.net.www.protocol.http.HttpURLConnection.plainConnect0(HttpURLConnection.java:1162)
        at sun.net.www.protocol.http.HttpURLConnection.plainConnect(HttpURLConnection.java:1056)
        at sun.net.www.protocol.http.HttpURLConnection.connect(HttpURLConnection.java:990)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1570)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:48)
        at org.gradle.wrapper.Download.download(Download.java:36)
        at org.gradle.wrapper.Install.createDist(Install.java:58)
        at org.gradle.wrapper.Wrapper.execute(Wrapper.java:45)
        at org.gradle.wrapper.WrapperMain.main(WrapperMain.java:41)",7.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/gradle-conjure/.gradle/6.7-20200728220044+0000/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/gradle-conjure/.gradle/6.7-20200728220044+0000/gc.properties (Permission denied)",10.0
"* What went wrong:
java.io.FileNotFoundException: /home/tako/mingu/gradle-project/star50-101-200/gradle-format-plugin/.gradle/2.11/taskArtifacts/cache.properties.lock (Permission denied)
> /home/tako/mingu/gradle-project/star50-101-200/gradle-format-plugin/.gradle/2.11/taskArtifacts/cache.properties.lock (Permission denied)",10.0
"Exception in thread ""main"" java.lang.RuntimeException: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.6-bin.zip
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:78)
        at org.gradle.wrapper.Install.createDist(Install.java:47)
        at org.gradle.wrapper.WrapperExecutor.execute(WrapperExecutor.java:129)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:48)
Caused by: java.io.IOException: Server returned HTTP response code: 403 for URL: http://services.gradle.org/distributions/gradle-1.6-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:59)
        at org.gradle.wrapper.Download.download(Download.java:45)
        at org.gradle.wrapper.Install$1.call(Install.java:60)
        at org.gradle.wrapper.Install$1.call(Install.java:47)
        at org.gradle.wrapper.ExclusiveFileAccessManager.access(ExclusiveFileAccessManager.java:65)
        ... 3 more",3.0
"Exception in thread ""main"" java.io.IOException: Server returned HTTP response code: 403 for URL: http://repo.gradle.org/gradle/distributions/gradle-snapshots/gradle-1.0-milestone-4-20110508123756+0200-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1900)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:49)
        at org.gradle.wrapper.Download.download(Download.java:37)
        at org.gradle.wrapper.Install.createDist(Install.java:54)
        at org.gradle.wrapper.Wrapper.execute(Wrapper.java:107)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:37)",3.0
"Exception in thread ""main"" java.io.FileNotFoundException: https://repo.gradle.org/gradle/distributions/gradle-snapshots/gradle-1.0-milestone-4-20110508123756+0200-bin.zip
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1896)
        at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1498)
        at sun.net.www.protocol.https.HttpsURLConnectionImpl.getInputStream(HttpsURLConnectionImpl.java:268)
        at org.gradle.wrapper.Download.downloadInternal(Download.java:49)
        at org.gradle.wrapper.Download.download(Download.java:37)
        at org.gradle.wrapper.Install.createDist(Install.java:54)
        at org.gradle.wrapper.Wrapper.execute(Wrapper.java:107)
        at org.gradle.wrapper.GradleWrapperMain.main(GradleWrapperMain.java:37)",5.0
"* What went wrong:
java.io.FileNotFoundException: /home/tako/mingu/gradle-project/star50-101-200/gradle-miniconda-plugin/.gradle/3.1/taskArtifacts/cache.properties.lock (Permission denied)
> /home/tako/mingu/gradle-project/star50-101-200/gradle-miniconda-plugin/.gradle/3.1/taskArtifacts/cache.properties.lock (Permission denied)",10.0
"* What went wrong:
A problem occurred configuring root project 'GradlePlugin'.
> Could not resolve all dependencies for configuration ':classpath'.
   > Could not find com.mime.houyi:hellodsl:1.1.
     Searched in the following locations:
         https://jcenter.bintray.com/com/mime/houyi/hellodsl/1.1/hellodsl-1.1.pom
         https://jcenter.bintray.com/com/mime/houyi/hellodsl/1.1/hellodsl-1.1.jar
         file:/home/tako/mingu/gradle-project/star50-101-200/GradlePlugin/helloworld/localRepository/libs/hellodsl-1.1.jar
         file:/home/tako/mingu/gradle-project/star50-101-200/GradlePlugin/helloworld/localRepository/libs/hellodsl.jar
         file:/home/tako/.m2/repository/com/mime/houyi/hellodsl/1.1/hellodsl-1.1.pom
         file:/home/tako/.m2/repository/com/mime/houyi/hellodsl/1.1/hellodsl-1.1.jar
     Required by:
         project :",5.0
"* What went wrong:
Could not update timestamp for /home/tako/mingu/gradle-project/star50-101-200/gradle-postman-runner/.gradle/5.2.1/gc.properties
> /home/tako/mingu/gradle-project/star50-101-200/gradle-postman-runner/.gradle/5.2.1/gc.properties (Permission denied)",10.0
